borrower_type,monthly_inflow,upi_tx_count_monthly,upi_debit_to_credit_ratio,cashflow_volatility,utility_payment_delay_days,telecom_recharge_regularity,gst_filing_punctuality,ecommerce_cancellation_rate,mobility_activity_score,is_default
gig_worker,28029.56,49,0.772,0.254,0,0.662,0.0,0.303,63.0,0
kirana_merchant,24954.91,43,0.73,0.316,7,0.969,0.422,0.155,5.0,0
freelancer,19842.64,48,0.893,0.199,13,0.53,0.0,0.061,46.4,0
gig_worker,14945.01,39,0.901,0.175,10,0.934,0.0,0.266,88.7,0
kirana_merchant,26350.46,54,0.627,0.533,3,0.924,0.888,0.298,5.0,0
gig_worker,21981.69,50,0.672,0.675,10,0.735,0.0,0.056,55.8,0
gig_worker,37955.64,37,0.699,0.604,3,0.256,0.0,0.16,77.0,0
kirana_merchant,37517.13,35,0.635,0.545,1,0.723,0.741,0.232,41.9,0
gig_worker,46648.68,41,0.662,0.452,23,0.673,0.0,0.269,71.5,0
gig_worker,14333.46,50,0.72,0.607,7,0.665,0.0,0.334,64.3,0
freelancer,32877.02,47,0.773,0.821,4,0.471,0.0,0.086,44.9,0
gig_worker,18699.78,38,0.996,0.602,3,0.8,0.0,0.32,54.2,0
freelancer,14614.84,37,0.709,0.149,14,0.906,0.0,0.3,46.8,0
freelancer,21713.7,42,0.935,0.556,0,0.74,0.0,0.186,35.9,1
gig_worker,45906.06,43,0.629,0.519,5,0.318,0.0,0.215,70.5,0
gig_worker,22333.45,39,0.929,0.462,1,0.828,0.0,0.251,96.1,0
kirana_merchant,58848.84,48,0.997,0.555,4,0.325,0.458,0.316,45.1,0
kirana_merchant,35399.01,32,0.902,0.638,3,0.84,0.419,0.203,44.3,0
gig_worker,22091.64,39,0.701,0.13,0,0.686,0.0,0.092,65.1,0
kirana_merchant,48051.29,36,0.765,0.484,3,0.474,0.824,0.161,37.6,0
gig_worker,33614.02,49,1.003,0.754,1,0.653,0.0,0.13,93.6,0
freelancer,16877.22,41,0.816,0.525,2,0.859,0.0,0.333,56.3,0
gig_worker,68145.56,51,0.728,0.154,1,0.609,0.0,0.053,69.5,0
gig_worker,30630.13,47,1.066,0.72,0,0.581,0.0,0.174,99.0,0
gig_worker,27157.22,59,0.919,0.853,2,0.37,0.0,0.346,64.6,0
freelancer,17539.9,39,1.003,0.781,4,0.493,0.0,0.187,43.8,0
kirana_merchant,48521.83,30,0.612,0.39,6,0.616,0.987,0.164,50.2,0
freelancer,34844.05,44,0.77,0.528,4,0.291,0.0,0.239,25.8,0
gig_worker,36850.3,41,0.829,0.573,0,0.77,0.0,0.094,77.6,0
gig_worker,20873.47,57,0.894,0.673,7,0.916,0.0,0.299,61.4,0
gig_worker,40825.02,46,0.695,0.633,6,0.832,0.0,0.177,89.8,0
kirana_merchant,42442.56,31,0.849,0.259,1,0.589,0.68,0.156,48.2,0
kirana_merchant,19256.63,43,0.943,0.774,8,0.207,0.834,0.16,41.5,1
kirana_merchant,13246.72,45,0.773,0.779,1,0.565,0.921,0.245,40.6,0
gig_worker,35978.85,49,0.946,0.423,0,0.299,0.0,0.237,77.7,0
freelancer,12250.56,43,0.795,0.205,6,0.794,0.0,0.189,5.0,0
gig_worker,29027.76,40,0.835,0.587,7,0.302,0.0,0.217,82.3,0
freelancer,21512.24,57,0.667,0.386,2,0.299,0.0,0.306,31.6,0
gig_worker,49480.43,43,0.926,0.693,0,0.61,0.0,0.286,58.4,1
kirana_merchant,22105.42,38,0.712,0.353,1,0.393,0.364,0.192,33.5,0
gig_worker,46799.91,41,1.014,0.31,3,0.393,0.0,0.328,76.6,1
kirana_merchant,20803.89,46,0.877,0.794,5,0.968,0.233,0.172,33.0,1
kirana_merchant,44355.66,49,0.88,0.593,3,0.435,0.583,0.122,37.9,0
kirana_merchant,75370.47,36,1.056,0.169,4,0.935,0.977,0.072,71.6,0
kirana_merchant,15771.76,45,0.684,0.651,5,0.386,0.38,0.094,30.3,0
kirana_merchant,31132.82,54,0.865,0.702,2,0.919,0.214,0.243,17.8,1
kirana_merchant,106339.41,50,0.791,0.288,0,0.363,0.947,0.21,37.4,0
freelancer,27813.99,39,1.083,0.874,2,0.34,0.0,0.063,23.0,1
gig_worker,27747.31,43,0.996,0.398,20,0.422,0.0,0.178,88.2,1
kirana_merchant,39904.7,38,0.979,0.852,10,0.537,0.129,0.071,30.9,1
kirana_merchant,27461.5,61,0.702,0.335,9,0.367,0.581,0.154,24.5,0
gig_worker,11457.35,43,0.719,0.587,6,0.693,0.0,0.1,85.6,0
kirana_merchant,47388.92,38,0.615,0.514,12,0.575,0.448,0.181,36.1,1
gig_worker,9882.55,53,0.919,0.894,1,0.631,0.0,0.305,92.1,0
gig_worker,21842.31,46,0.785,0.427,12,0.732,0.0,0.118,64.4,0
gig_worker,49203.15,31,0.756,0.243,6,0.57,0.0,0.341,46.1,1
gig_worker,22510.31,50,0.919,0.767,13,0.276,0.0,0.185,55.3,0
kirana_merchant,19018.2,30,1.014,0.134,7,0.483,0.315,0.077,5.0,0
kirana_merchant,41757.4,49,0.667,0.808,0,0.614,0.679,0.24,5.0,1
freelancer,17578.69,52,1.059,0.188,10,0.343,0.0,0.306,35.8,1
kirana_merchant,14601.61,38,0.617,0.558,4,0.594,0.157,0.178,54.7,1
gig_worker,30861.26,57,0.648,0.671,0,0.299,0.0,0.314,88.3,0
freelancer,24551.75,54,1.019,0.369,0,0.482,0.0,0.275,38.8,0
freelancer,14445.86,59,0.846,0.776,1,0.871,0.0,0.058,50.1,0
kirana_merchant,36992.71,51,1.07,0.575,1,0.238,0.262,0.302,35.5,1
kirana_merchant,33936.41,50,0.831,0.416,1,0.229,0.515,0.058,52.0,0
freelancer,22474.18,49,1.063,0.36,6,0.519,0.0,0.147,7.2,0
kirana_merchant,23256.36,43,0.72,0.19,3,0.932,0.312,0.327,36.7,0
freelancer,34036.76,48,0.908,0.612,0,0.692,0.0,0.109,53.7,0
gig_worker,48785.12,38,1.097,0.391,13,0.75,0.0,0.023,64.1,0
gig_worker,23355.86,42,0.788,0.356,6,0.645,0.0,0.161,68.9,0
kirana_merchant,37322.22,47,0.601,0.86,4,0.82,0.923,0.331,63.8,0
kirana_merchant,35689.08,50,0.632,0.318,0,0.526,0.311,0.16,49.7,0
freelancer,41758.31,48,1.03,0.801,17,0.799,0.0,0.055,13.2,1
freelancer,27437.19,50,0.846,0.88,3,0.947,0.0,0.159,51.6,0
gig_worker,17048.84,34,0.868,0.758,3,0.476,0.0,0.346,89.2,0
gig_worker,21348.79,42,1.0,0.116,0,0.529,0.0,0.087,58.0,0
freelancer,31934.01,48,1.006,0.795,6,0.34,0.0,0.322,55.6,1
kirana_merchant,66784.89,41,0.839,0.271,7,0.294,0.474,0.059,47.5,0
gig_worker,21120.31,49,1.029,0.383,3,0.8,0.0,0.055,73.1,1
kirana_merchant,40231.02,44,0.834,0.893,9,0.67,0.392,0.036,19.3,1
kirana_merchant,22833.22,42,0.938,0.424,16,0.773,0.207,0.073,58.5,0
kirana_merchant,28430.97,41,0.617,0.624,6,0.334,0.791,0.331,53.9,1
kirana_merchant,57394.19,34,0.669,0.349,3,0.806,0.133,0.291,56.7,0
gig_worker,39424.64,46,1.026,0.396,0,0.451,0.0,0.13,80.5,0
freelancer,14463.02,50,0.757,0.578,0,0.696,0.0,0.066,38.7,0
kirana_merchant,20206.56,44,0.767,0.859,2,0.878,0.016,0.205,34.9,0
kirana_merchant,50418.36,49,0.931,0.326,8,0.692,0.358,0.061,62.0,0
gig_worker,28880.99,50,0.896,0.298,0,0.337,0.0,0.243,44.4,0
kirana_merchant,15147.34,48,0.641,0.121,12,0.6,0.799,0.311,65.3,0
gig_worker,17863.66,50,0.983,0.262,2,0.402,0.0,0.193,74.7,0
gig_worker,38244.18,40,0.909,0.31,1,0.642,0.0,0.097,55.3,0
kirana_merchant,44232.06,39,1.028,0.15,4,0.263,0.621,0.124,31.8,0
gig_worker,27144.44,46,0.868,0.551,4,0.986,0.0,0.146,65.9,0
kirana_merchant,92749.44,49,0.807,0.201,3,0.696,0.54,0.337,67.6,0
gig_worker,40622.45,47,0.786,0.509,3,0.505,0.0,0.304,69.1,0
kirana_merchant,23819.49,39,0.602,0.251,4,0.476,0.441,0.2,54.2,0
gig_worker,17892.68,48,0.62,0.849,1,0.665,0.0,0.246,92.7,0
gig_worker,16523.81,47,0.666,0.346,1,0.738,0.0,0.052,79.0,0
gig_worker,31815.56,44,1.065,0.174,3,0.388,0.0,0.08,64.1,0
freelancer,21070.13,48,1.04,0.769,7,0.641,0.0,0.202,33.2,0
freelancer,62123.02,43,0.849,0.422,1,0.885,0.0,0.062,20.8,1
gig_worker,56002.74,38,0.69,0.756,2,0.848,0.0,0.027,67.6,0
kirana_merchant,36920.91,39,0.673,0.35,11,0.348,0.116,0.055,24.4,0
kirana_merchant,14920.66,49,0.728,0.5,1,0.507,0.111,0.054,27.3,1
freelancer,19223.53,46,1.054,0.456,0,0.833,0.0,0.265,43.2,0
gig_worker,50404.65,49,0.861,0.546,2,0.447,0.0,0.3,60.8,1
kirana_merchant,20301.84,44,1.002,0.421,1,0.815,0.136,0.289,44.0,0
gig_worker,47149.13,46,0.853,0.497,0,0.767,0.0,0.347,54.8,0
gig_worker,34108.5,31,0.905,0.643,0,0.346,0.0,0.312,89.1,0
freelancer,27607.95,39,0.905,0.432,1,0.757,0.0,0.161,37.8,0
kirana_merchant,18931.52,45,0.616,0.648,5,0.87,0.876,0.168,64.8,0
gig_worker,25664.86,41,0.823,0.671,1,0.926,0.0,0.122,69.6,0
gig_worker,29579.12,37,1.032,0.699,0,0.396,0.0,0.092,59.6,0
kirana_merchant,45083.4,41,0.845,0.477,6,0.998,0.572,0.281,33.9,0
kirana_merchant,17277.01,44,0.818,0.103,7,0.592,0.719,0.231,40.2,0
gig_worker,23590.32,56,0.863,0.703,9,0.401,0.0,0.066,76.3,0
freelancer,27512.94,42,0.79,0.827,5,0.777,0.0,0.251,30.3,1
gig_worker,37471.62,52,0.858,0.622,2,0.77,0.0,0.084,75.2,1
gig_worker,17081.78,39,0.668,0.52,9,0.691,0.0,0.156,62.7,0
freelancer,13928.82,46,1.084,0.548,0,0.316,0.0,0.314,30.3,1
gig_worker,37683.69,49,0.617,0.613,6,0.226,0.0,0.041,92.2,1
gig_worker,12594.63,55,0.842,0.899,2,0.788,0.0,0.143,64.8,0
kirana_merchant,51148.57,46,0.705,0.15,2,0.479,0.03,0.028,27.0,0
freelancer,24885.41,40,0.629,0.117,15,0.278,0.0,0.167,47.4,1
gig_worker,12409.71,48,0.926,0.871,5,0.945,0.0,0.243,34.1,0
freelancer,21158.35,51,1.093,0.452,2,0.941,0.0,0.02,60.2,0
kirana_merchant,32518.41,43,0.975,0.59,4,0.714,0.843,0.237,41.4,0
gig_worker,20612.43,54,0.727,0.703,7,0.394,0.0,0.234,73.3,0
kirana_merchant,27173.97,51,0.847,0.694,0,0.988,0.159,0.319,31.2,1
gig_worker,38950.2,54,0.625,0.618,1,0.393,0.0,0.166,81.2,0
kirana_merchant,24316.36,44,0.866,0.478,7,0.209,0.122,0.073,32.7,1
kirana_merchant,16839.31,48,0.65,0.561,6,0.92,0.081,0.245,48.5,0
freelancer,23167.55,45,0.997,0.684,13,0.357,0.0,0.147,49.0,0
gig_worker,54579.85,55,0.628,0.781,2,0.704,0.0,0.077,86.5,0
kirana_merchant,62475.65,51,0.605,0.202,1,0.391,0.743,0.227,52.0,0
kirana_merchant,9799.01,36,1.031,0.322,8,0.558,0.48,0.058,39.3,1
gig_worker,46421.31,47,1.071,0.418,0,0.522,0.0,0.072,99.0,0
gig_worker,30487.56,46,0.643,0.632,0,0.5,0.0,0.262,63.2,0
gig_worker,42701.59,47,0.739,0.417,10,0.454,0.0,0.247,73.8,0
kirana_merchant,20429.92,24,0.971,0.291,5,0.212,0.823,0.218,16.3,1
kirana_merchant,11112.97,50,0.87,0.127,1,0.372,0.279,0.28,38.6,0
gig_worker,36034.94,46,1.075,0.774,0,0.995,0.0,0.07,66.5,0
freelancer,16806.34,47,0.795,0.435,13,0.206,0.0,0.046,32.1,0
freelancer,13438.16,48,0.602,0.363,4,0.258,0.0,0.347,27.8,1
kirana_merchant,13916.07,47,0.61,0.525,3,0.226,0.747,0.19,46.6,0
gig_worker,36332.1,50,0.882,0.198,2,0.611,0.0,0.34,89.9,0
kirana_merchant,28845.99,42,0.976,0.418,5,0.229,0.919,0.216,14.0,1
gig_worker,39784.51,50,0.995,0.701,5,0.629,0.0,0.255,98.9,0
gig_worker,37591.66,45,1.056,0.689,9,0.461,0.0,0.118,78.4,1
kirana_merchant,21797.12,48,0.715,0.718,2,0.902,0.055,0.306,48.0,0
gig_worker,25971.71,45,0.969,0.474,0,0.487,0.0,0.148,60.6,0
gig_worker,20832.74,38,1.014,0.395,17,0.856,0.0,0.31,81.0,0
gig_worker,24217.63,37,1.018,0.765,1,0.764,0.0,0.114,67.9,0
gig_worker,16586.97,46,0.806,0.239,5,0.976,0.0,0.215,86.1,0
gig_worker,32703.66,47,0.913,0.68,2,0.554,0.0,0.278,88.1,0
freelancer,46053.56,41,0.876,0.81,4,0.964,0.0,0.279,30.8,0
gig_worker,17884.57,40,0.899,0.329,0,0.717,0.0,0.28,60.0,0
gig_worker,51053.78,49,0.741,0.258,8,0.506,0.0,0.349,60.5,0
gig_worker,28474.4,49,0.942,0.51,6,0.592,0.0,0.336,69.1,0
freelancer,30349.63,41,0.955,0.273,0,0.784,0.0,0.087,48.6,0
kirana_merchant,11502.1,47,0.698,0.797,1,0.908,0.869,0.142,42.3,0
gig_worker,10898.37,56,0.822,0.296,0,0.525,0.0,0.19,48.5,0
freelancer,28913.33,45,0.811,0.351,1,0.954,0.0,0.26,12.4,0
gig_worker,39929.32,58,0.974,0.811,1,0.583,0.0,0.243,71.5,1
gig_worker,19231.59,49,0.933,0.264,1,0.816,0.0,0.243,80.3,0
gig_worker,62009.75,45,0.838,0.808,2,0.926,0.0,0.113,62.9,0
gig_worker,38850.18,44,0.926,0.268,4,0.376,0.0,0.131,52.5,0
gig_worker,17082.83,38,0.731,0.829,12,0.361,0.0,0.088,85.0,0
kirana_merchant,27321.37,39,0.716,0.354,1,0.746,0.363,0.31,9.9,1
gig_worker,92824.38,42,0.72,0.297,7,0.706,0.0,0.158,87.4,0
kirana_merchant,14453.88,49,0.615,0.482,2,0.863,0.728,0.174,63.7,0
gig_worker,35036.13,47,0.946,0.395,2,0.633,0.0,0.336,88.5,0
gig_worker,22893.94,48,1.093,0.261,0,0.781,0.0,0.322,80.2,0
kirana_merchant,38309.31,56,0.755,0.371,0,0.336,0.325,0.112,53.9,0
freelancer,50697.75,42,1.065,0.671,16,0.636,0.0,0.313,49.4,1
gig_worker,22178.56,49,0.903,0.766,1,0.208,0.0,0.201,80.2,0
kirana_merchant,47073.06,54,0.712,0.757,2,0.746,0.772,0.236,25.4,0
gig_worker,81683.04,50,0.606,0.705,8,0.976,0.0,0.162,72.6,0
gig_worker,27809.62,44,0.962,0.104,1,0.34,0.0,0.345,60.9,0
gig_worker,39832.74,33,0.948,0.441,0,0.309,0.0,0.246,82.2,0
gig_worker,20025.86,41,0.715,0.235,5,0.579,0.0,0.136,69.7,0
gig_worker,27163.51,45,0.766,0.159,3,0.557,0.0,0.208,55.9,0
gig_worker,24628.57,36,1.049,0.689,3,0.554,0.0,0.307,89.5,0
kirana_merchant,40073.4,43,0.679,0.735,6,0.432,0.782,0.041,78.8,0
gig_worker,49135.54,53,1.018,0.752,6,0.311,0.0,0.092,60.5,1
kirana_merchant,25467.86,40,0.685,0.812,7,0.938,0.774,0.022,28.8,1
gig_worker,57919.62,41,0.841,0.572,4,0.479,0.0,0.072,54.6,1
kirana_merchant,57816.17,47,0.849,0.899,0,0.526,0.148,0.201,15.8,0
kirana_merchant,41086.17,47,0.836,0.487,3,0.537,0.53,0.144,50.9,0
gig_worker,20785.0,51,0.744,0.807,1,0.302,0.0,0.183,76.3,0
gig_worker,19812.84,40,0.727,0.19,0,0.358,0.0,0.18,59.9,0
kirana_merchant,17922.45,36,0.967,0.219,1,0.21,0.361,0.082,49.6,0
freelancer,43242.67,56,0.738,0.572,5,0.598,0.0,0.291,18.8,0
gig_worker,14678.16,41,0.905,0.199,3,0.643,0.0,0.133,82.0,0
gig_worker,37737.85,40,1.023,0.16,2,0.371,0.0,0.297,89.1,0
freelancer,15669.09,55,1.019,0.257,5,0.538,0.0,0.084,43.7,0
gig_worker,40610.14,34,0.684,0.73,3,0.753,0.0,0.133,76.1,0
kirana_merchant,27135.82,47,0.927,0.842,9,0.407,0.783,0.232,40.2,1
gig_worker,52408.25,48,0.901,0.367,3,0.494,0.0,0.13,81.7,0
gig_worker,47606.63,56,0.741,0.88,4,0.763,0.0,0.091,99.0,0
kirana_merchant,55134.6,40,0.796,0.748,1,0.677,0.518,0.331,46.8,1
kirana_merchant,55849.14,38,0.743,0.281,9,0.605,0.127,0.169,34.0,0
gig_worker,28906.32,43,0.869,0.569,1,0.895,0.0,0.323,64.3,0
kirana_merchant,15072.14,36,1.002,0.885,1,0.256,0.332,0.345,43.1,1
kirana_merchant,15894.66,42,1.039,0.779,6,0.621,0.494,0.141,57.3,0
kirana_merchant,9476.55,34,0.961,0.391,2,0.76,0.884,0.134,64.4,0
gig_worker,15649.07,40,0.842,0.345,10,0.421,0.0,0.089,74.9,1
kirana_merchant,27845.09,29,1.079,0.755,12,0.43,0.096,0.189,49.3,0
kirana_merchant,20336.51,44,0.882,0.539,0,0.599,0.865,0.091,38.9,0
kirana_merchant,24585.99,60,0.839,0.231,2,0.473,0.137,0.102,48.4,1
kirana_merchant,34418.78,50,1.028,0.362,14,0.539,0.752,0.27,42.7,1
gig_worker,23108.77,46,0.692,0.629,0,0.753,0.0,0.164,73.6,0
kirana_merchant,15353.3,51,0.679,0.223,2,0.498,0.77,0.091,32.3,0
kirana_merchant,26196.55,53,0.991,0.659,2,0.222,0.103,0.118,35.7,1
gig_worker,17167.18,40,1.035,0.668,0,0.275,0.0,0.084,84.3,0
kirana_merchant,23496.5,42,0.636,0.317,0,0.605,0.608,0.099,21.9,0
gig_worker,52648.26,28,0.982,0.418,11,0.948,0.0,0.267,75.6,1
kirana_merchant,23499.8,35,0.812,0.848,3,0.428,0.434,0.302,54.4,0
gig_worker,65217.22,49,0.952,0.699,8,0.219,0.0,0.335,63.3,0
kirana_merchant,55040.14,62,0.667,0.73,0,0.851,0.539,0.347,26.4,0
freelancer,20137.67,54,1.087,0.513,6,0.817,0.0,0.154,16.7,0
kirana_merchant,15435.7,43,1.041,0.271,1,0.897,0.756,0.042,44.1,0
freelancer,26205.46,48,0.803,0.573,6,0.573,0.0,0.219,51.0,1
freelancer,47890.09,35,1.047,0.718,0,0.261,0.0,0.043,48.9,1
gig_worker,21055.24,44,1.047,0.103,20,0.318,0.0,0.25,99.0,1
kirana_merchant,42363.62,43,0.831,0.191,2,0.968,0.396,0.252,55.9,0
kirana_merchant,49228.11,32,1.073,0.479,1,0.885,0.856,0.069,29.8,0
freelancer,18269.48,36,1.088,0.45,7,0.685,0.0,0.272,20.9,0
gig_worker,19186.74,43,0.709,0.886,3,0.241,0.0,0.106,73.7,1
freelancer,38419.91,44,0.633,0.174,1,0.253,0.0,0.146,16.8,0
kirana_merchant,29025.32,41,0.766,0.359,0,0.347,0.655,0.04,23.4,1
kirana_merchant,19090.94,45,0.844,0.752,1,0.727,0.632,0.162,32.6,0
gig_worker,22559.46,50,0.646,0.59,9,0.978,0.0,0.12,72.9,0
gig_worker,25971.11,43,0.67,0.549,3,0.663,0.0,0.231,63.1,0
kirana_merchant,12302.68,40,1.086,0.693,3,0.87,0.471,0.109,47.1,0
gig_worker,39451.27,38,0.969,0.132,3,0.813,0.0,0.224,66.9,1
freelancer,21176.64,56,1.037,0.858,2,0.41,0.0,0.119,10.2,0
gig_worker,6688.48,49,1.086,0.253,1,0.666,0.0,0.098,89.2,0
kirana_merchant,26583.99,39,0.789,0.165,12,0.766,0.507,0.265,60.9,0
gig_worker,18568.36,45,0.944,0.371,0,0.458,0.0,0.122,95.6,0
kirana_merchant,62593.15,43,0.692,0.662,5,0.689,0.749,0.09,56.0,1
kirana_merchant,20075.94,42,0.876,0.285,2,0.304,0.773,0.336,44.3,0
gig_worker,15540.09,54,0.705,0.14,7,0.841,0.0,0.303,68.2,0
gig_worker,34681.66,48,0.68,0.146,2,0.449,0.0,0.178,86.9,0
gig_worker,19337.01,40,0.649,0.305,8,0.444,0.0,0.045,71.0,0
kirana_merchant,18219.94,41,0.89,0.208,0,0.784,0.907,0.195,52.5,0
kirana_merchant,34708.87,56,1.075,0.398,6,0.828,0.626,0.032,34.2,0
kirana_merchant,15990.76,52,0.661,0.238,1,0.784,0.355,0.294,50.5,0
kirana_merchant,12982.57,50,0.851,0.375,5,0.466,0.552,0.16,55.4,0
kirana_merchant,63767.5,32,0.944,0.456,4,0.936,0.35,0.091,51.4,1
gig_worker,35945.15,36,0.848,0.694,4,0.676,0.0,0.272,69.7,0
gig_worker,23573.9,40,1.056,0.282,2,0.488,0.0,0.075,67.7,0
gig_worker,26856.45,41,0.683,0.48,2,0.477,0.0,0.25,84.2,0
freelancer,34645.81,47,0.612,0.752,1,0.263,0.0,0.231,41.9,0
freelancer,43768.46,48,0.792,0.889,9,0.334,0.0,0.073,35.2,1
gig_worker,18435.11,38,0.878,0.546,10,0.723,0.0,0.239,85.2,0
kirana_merchant,32308.1,56,0.727,0.446,0,0.452,0.717,0.278,28.1,1
freelancer,20882.11,51,0.684,0.605,2,0.406,0.0,0.277,14.5,1
kirana_merchant,24477.49,52,1.002,0.489,0,0.204,0.021,0.219,70.8,0
gig_worker,29153.97,46,0.694,0.232,3,0.875,0.0,0.052,48.5,0
gig_worker,26813.5,42,0.821,0.468,2,0.417,0.0,0.076,88.2,0
kirana_merchant,38862.44,53,1.077,0.883,15,0.446,0.89,0.118,59.3,1
freelancer,34322.05,45,0.906,0.612,0,0.995,0.0,0.329,50.1,1
kirana_merchant,12656.36,46,0.849,0.327,4,0.583,0.134,0.052,52.2,0
gig_worker,13644.45,58,0.78,0.858,5,0.63,0.0,0.201,75.9,0
gig_worker,22362.52,35,0.86,0.411,2,0.247,0.0,0.314,68.0,0
kirana_merchant,67125.05,43,0.967,0.412,4,0.606,0.478,0.165,60.8,1
freelancer,17574.5,45,1.011,0.593,9,0.541,0.0,0.311,30.4,1
kirana_merchant,24243.13,46,0.925,0.555,7,0.896,0.019,0.127,18.5,0
kirana_merchant,20574.9,53,0.995,0.332,2,0.618,0.962,0.166,35.9,0
gig_worker,20393.63,60,0.644,0.474,4,0.895,0.0,0.217,65.2,0
freelancer,29410.88,41,0.607,0.366,5,0.804,0.0,0.235,45.8,0
kirana_merchant,54197.42,55,0.967,0.69,9,0.21,0.507,0.15,49.4,1
gig_worker,33792.16,39,0.731,0.198,0,0.978,0.0,0.172,47.1,0
kirana_merchant,18001.93,42,1.039,0.7,9,0.259,0.956,0.222,9.4,1
gig_worker,106576.12,47,0.868,0.229,13,0.228,0.0,0.301,77.3,0
gig_worker,27981.16,42,0.839,0.345,5,0.448,0.0,0.138,53.1,0
gig_worker,20158.67,50,0.986,0.367,4,0.539,0.0,0.205,78.4,1
gig_worker,54505.03,42,0.971,0.892,3,0.379,0.0,0.27,60.8,1
gig_worker,21278.76,53,0.952,0.572,18,0.598,0.0,0.338,54.2,0
kirana_merchant,61787.53,48,0.945,0.722,9,0.974,0.956,0.06,78.1,0
kirana_merchant,17407.89,46,0.858,0.544,1,0.644,0.295,0.046,39.3,0
kirana_merchant,54995.97,47,1.063,0.887,5,0.289,0.791,0.032,58.6,0
gig_worker,29748.2,47,1.045,0.242,12,0.93,0.0,0.09,40.3,0
gig_worker,51304.11,47,0.765,0.584,7,0.288,0.0,0.195,76.3,0
kirana_merchant,69625.27,28,1.002,0.738,4,0.566,0.444,0.076,25.3,0
gig_worker,15270.78,40,1.046,0.603,1,0.569,0.0,0.102,83.4,0
gig_worker,50913.63,53,0.909,0.818,0,0.783,0.0,0.074,62.3,0
freelancer,13300.38,41,0.878,0.581,3,0.744,0.0,0.31,18.4,0
kirana_merchant,15937.14,40,0.936,0.761,1,0.693,0.312,0.308,24.6,1
freelancer,18003.03,43,0.682,0.241,9,0.709,0.0,0.173,45.3,0
kirana_merchant,34607.24,40,0.644,0.31,1,0.808,0.73,0.128,18.8,0
gig_worker,27350.99,42,1.01,0.455,2,0.338,0.0,0.324,60.2,1
kirana_merchant,24746.32,39,0.887,0.781,0,0.981,0.683,0.228,60.3,0
gig_worker,28943.98,45,0.661,0.441,1,0.637,0.0,0.074,79.3,0
kirana_merchant,36157.69,38,0.808,0.602,8,0.777,0.306,0.287,63.5,0
gig_worker,37576.12,51,0.749,0.417,12,0.663,0.0,0.123,68.9,1
freelancer,46494.23,40,1.038,0.745,6,0.9,0.0,0.304,58.9,1
gig_worker,66837.35,36,0.854,0.26,2,0.67,0.0,0.197,65.6,0
freelancer,26617.36,38,0.889,0.575,0,0.277,0.0,0.249,48.2,0
freelancer,20732.45,39,0.718,0.562,3,0.899,0.0,0.255,26.6,1
kirana_merchant,36562.12,36,1.0,0.423,4,0.282,0.624,0.036,26.6,1
kirana_merchant,15182.1,49,1.065,0.664,14,0.617,0.535,0.263,40.0,0
kirana_merchant,19161.3,38,0.996,0.123,1,0.361,0.622,0.096,47.4,0
freelancer,44342.13,45,0.846,0.773,0,0.297,0.0,0.272,9.7,0
kirana_merchant,25284.22,31,1.018,0.378,1,0.298,0.425,0.122,48.3,0
kirana_merchant,14704.43,48,0.694,0.734,1,0.893,0.388,0.051,35.0,0
kirana_merchant,12773.12,31,0.657,0.344,1,0.477,0.58,0.22,53.7,0
freelancer,27566.55,52,0.819,0.25,4,0.482,0.0,0.346,32.8,0
kirana_merchant,47617.15,40,0.691,0.412,8,0.748,0.473,0.028,53.4,0
kirana_merchant,47300.35,44,0.73,0.738,12,0.865,0.405,0.026,51.7,0
kirana_merchant,28436.83,47,0.893,0.663,2,0.856,0.678,0.081,46.7,0
freelancer,73456.94,44,0.802,0.421,2,0.718,0.0,0.065,33.7,0
kirana_merchant,25529.5,48,1.033,0.85,0,0.774,0.892,0.26,62.2,0
gig_worker,25102.34,35,0.713,0.427,0,0.693,0.0,0.219,71.0,0
kirana_merchant,7452.33,56,1.098,0.381,7,0.865,0.35,0.047,27.5,0
freelancer,21510.97,34,0.78,0.216,3,0.476,0.0,0.058,17.0,1
kirana_merchant,41192.34,33,0.858,0.156,2,0.39,0.64,0.271,53.9,0
freelancer,58804.91,45,0.666,0.38,0,0.357,0.0,0.09,41.0,0
gig_worker,17763.17,47,0.89,0.174,13,0.683,0.0,0.068,90.0,0
kirana_merchant,33898.5,48,1.081,0.47,1,0.39,0.077,0.038,68.5,0
kirana_merchant,45407.82,48,0.975,0.788,1,0.304,0.278,0.282,51.2,1
freelancer,27054.38,44,0.722,0.481,4,0.972,0.0,0.331,25.2,1
gig_worker,8590.05,41,0.821,0.484,0,0.502,0.0,0.298,79.8,0
freelancer,30444.02,33,0.813,0.303,5,0.915,0.0,0.025,52.0,0
kirana_merchant,39368.26,46,0.649,0.233,1,0.764,0.866,0.102,22.1,0
gig_worker,16752.26,55,1.043,0.278,0,0.479,0.0,0.287,67.0,0
gig_worker,23692.71,54,0.791,0.554,0,0.314,0.0,0.276,32.6,0
gig_worker,15097.01,40,0.847,0.573,0,0.873,0.0,0.081,79.6,0
kirana_merchant,7442.23,52,0.746,0.276,4,0.913,0.354,0.275,68.9,0
gig_worker,44958.82,48,0.676,0.419,0,0.346,0.0,0.123,82.6,0
gig_worker,26852.81,38,1.051,0.555,11,0.703,0.0,0.346,48.7,1
